	kvk_number	name	alternative_names	norms	websites	sbi_code	sbi_code_description	zipcode	city	segment	category	employees	created_at
1976	33205832	Trust Krediet Beheer	['trust krediet beheer']	['cybersecurity & privacy']	www.tkb.nl,www.tkb.nl,www.tkb.nl,www.tkb.nl,www.tkb.nl,www.tkb.nl	8291	Kredietinformatie- en incassobureaus	1066JR	Amsterdam	nan	nan	50.0	2020-12-22T16:19:53.353298+01:00
1977	71523634	Zorgverzekeraars Nederland	['stichting oog voor gezondheid haaglande', 'zorgverzekeraars nederland']	['cybersecurity & privacy', 'revisie nen 7503']		86929	Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten	2513AL	's-Gravenhage	nan	nan	0.0	2020-12-22T16:19:53.353332+01:00
1978	51303914	Drogisterijcollege	['drogisterijcollege']	['cybersecurity & privacy']	www.drogisterijcollege.nl	85599	Studiebegeleiding, vorming en onderwijs (rest)	1213VB	Hilversum	nan	nan	1.0	2020-12-22T16:19:53.353366+01:00
1979	56169728	Bizzomate	['bizzomate']	['cybersecurity & privacy']		4741	Winkels in computers, randapparatuur en software	6301ES	Valkenburg	nan	nan	0.0	2020-12-22T16:19:53.353399+01:00
1980	33109151	Quaker Chemical	['quaker chemical']	['cybersecurity & privacy', 'vloeibare en gasvormige brandstoffen', 'smeermiddelen en verwante producten']		2059	Vervaardiging van overige chemische producten (rest)	1422AH	Uithoorn	nan	nan	160.0	2020-12-22T16:19:53.353431+01:00
1981	09151791	VB-Airsuspension	['vb-airsuspensiovb-airsuspension b air suspension']	['cybersecurity & privacy']	www.vb-airsuspension.nl,www.vb-airsuspension.nl,www.vb-airsuspension.nl,www.vb-airsuspension.nl	45311	Groothandel en handelsbemiddeling in auto-onderdelen en -accessoires (geen banden)	7051HV	Varsseveld	nan	nan	36.0	2020-12-22T16:19:53.377667+01:00
1982	62263609	Netvice	['netvice', 'netvice ba']	['cybersecurity & privacy']	www.netvice.be,www.netvice.be	7810	Arbeidsbemiddeling	4625BW	Bergen op Zoom	nan	nan	1.0	2020-12-22T16:19:53.377814+01:00
1983	06089056	Cogas Facilitaire Diensten	['netbeheerder centraal overijssel', 'cogas facilitaire dienstecogas facilitaire diensten', 'cogas facilitair diensten']	['ergonomie_administratieve_ruimtes__en_kantoren', 'cybersecurity & privacy', 'commissie van deskundigen schemabeheer nta 8120']		3512	Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water	7605AT	Almelo	nan	nan	0.0	2020-12-22T16:19:53.377901+01:00
1984	24161979	Breedveld Staal	['breedveld staal', 'breedveld ijzer']	['constructiestaal']	www.breedveldstaal.nl,www.breedveldstaal.nl	46722	Groothandel in ferrometalen en -halffabrikaten	2921LE	Krimpen aan den IJssel	MKB, ZZP	nan	12.0	2020-12-22T16:19:53.377981+01:00
1985	16026159	Jules Goossens Bliksembeveiliging	['jules goossens bliksembeveiliging']	['bliksem- en overspanningsbeveiliging (nec 81)']	www.julesgoossens.nl,www.julesgoossens.nl,www.julesgoossens.nl,www.julesgoossens.nl	4329	Overige bouwinstallatie	5145RM	Waalwijk	MKB, ZZP	Adviserende organisaties	60.0	2020-12-22T16:19:53.378079+01:00
1986	08208145	Trendiy	['trendiy']	['windows', 'doors', 'building harware and curtain walling', 'shutters']	www.trendiy.com,www.trendiy.com	47528	Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment	8071DA	Nunspeet	MKB, ZZP	nan	95.0	2020-12-22T16:19:53.378126+01:00
1987	64595609	Easthouse Electronics Technology	['easthouse electronics technology']	['safes']		46432	Groothandel in elektrische huishoudelijke apparatuur (geen witgoed, audio en video)	2516BE	's-Gravenhage	MKB, ZZP	Directe gebruikers	1.0	2020-12-22T16:19:53.378171+01:00
1988	08100783	Dutch Technology Innovation	['dti', 'bh heating', 'dutch technology innovatiodutch technology innovation']	['cv- en warmwatertoestellen']		46742	Groothandel in verwarmingsapparaten	7218MD	Almen	MKB, ZZP	Producenten / leveranciers hoofdproduct	1.0	2020-12-22T16:19:53.378216+01:00
1989	68421907	Lamit Care Systems	['lamitpg care systemspg care systems', 'lamit care systems']	['medische gas- en vacuum distributiesystemen', 'anesthesie- en beademingssystemen']	www.lamit.nl	4329	Overige bouwinstallatie	3833AZ	Leusden	MKB, ZZP	Uitvoerende / toepassende / dienstverlenende partijen	6.0	2020-12-22T16:19:53.378260+01:00
1990	05027284	Dyka	['dyka', 'dyka steenwijk']	['gas & water']		52109	Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.)	5652AK	Eindhoven	Industrie & Handel	nan	10.0	2020-12-22T16:19:53.378305+01:00
1991	24082750	Shell Nederland Chemie	['shell nederland', 'shell nederland chemie']	['community_engagement_voor_energietransitie', 'cybersecurity & privacy']		20141	Vervaardiging van petrochemische producten	4782SJ	Moerdijk	nan	nan	764.0	2020-12-22T16:19:53.403946+01:00
1992	54182026	REMO	['remo multiservice', 'remo']	['circulair textiel']		8121	Interieurreiniging van gebouwen	2583MP	's-Gravenhage	Industrie & Handel	Producenten / leveranciers hoofdproduct	2.0	2020-12-22T16:19:53.403999+01:00
1993	17122771	REV'IT Sport International	"[""rev'it sport international"", ""rev'it! sport international""]"	['beschermende kleding']	www.revit.net,www.revit.net	74103	Interieur- en ruimtelijk ontwerp	5347JG	Oss	Industrie & Handel	Adviserende organisaties	50.0	2020-12-22T16:19:53.404026+01:00
1994	16080312	Van Berkel Biomassa & Bodemproducten	['van berkel biomassa & bodemproductevan berkel biomassa & bodemproducten', 'cicloan berkel bodemverbeteraars', 'ciclo groenrecycling']	['better biomass schemabeheer']		3821	Behandeling van onschadelijk afval	5405BG	Uden	Industrie & Handel	nan	0.0	2020-12-22T16:19:53.404051+01:00
1995	20052878	Flowserve	['dutchco', 'integrated solutions', 'jeumont-schneider pumps', 'pleuger pumps', 'flowserve seal operations', 'flowserve', 'bw/ip international pump divisiobw/ip international seal divisioflowserve pump divisioidp pumps', 'flowserve integrated solutions operations', 'flowserve service & repair', 'bw/ip international', 'flowserve original equipment', 'flowserve campus etten-leur', 'flowserve parts manufacturing center', 'flowserve pump quick response center', 'flowserve seal quick response center', 'worthington pumps', 'flowserve pump division - engineered services']	['visveiligheid van pompen en turbines']	www.flowserve.com,www.flowserve.com,www.flowserve.com	2813	Vervaardiging van niet-hydraulische pompen en compressoren	4878AH	Etten-Leur	Industrie & Handel	Producenten / leveranciers hoofdproduct	650.0	2020-12-22T16:19:53.404073+01:00
1996	27075288	Kone	['kone starlift', 'kone', 'nederlandse fabrieken van liften en            transportwerktuigen starlift', 'kone lalesse']	['liftveiligheid']	www.kone.com,www.kone.com	33221	Installatie van machines voor algemeen gebruik (geen gereedschap)	2491BG	's-Gravenhage	Industrie & Handel	Producenten / leveranciers hoofdproduct	732.0	2020-12-22T16:19:53.404100+01:00
1997	24280964	VolkerRail	['volkerrailolkerrail ws transportinfra olker stevin rail & traffic']	['nta ifd bouw bruggen raakvlakteams', 'spoorwegen', 'nta ifd bouw v. beweegbare bruggen']		42111	Wegenbouw	4131NJ	Vianen	Consumenten organisaties	nan	0.0	2020-12-22T16:19:53.404122+01:00
1998	40516730	Vereniging tot Behoud van Natuurmonumenten in Nederland	['vereniging tot behoud van natuurmonumenten in nederland', 'natuurmonumente']	['better biomass schemabeheer']	www.natuurmonumenten.nl,www.natuurmonumenten.nl	91042	Natuurbehoud	1243JJ	's-Graveland	Consumenten organisaties - sociaal	nan	0.0	2020-12-22T16:19:53.404144+01:00
1999	72372451	Marin	['excite hotels', 'marile marile marin']	['jachtbouw']	www.excitehotels.nl,www.excitehotels.nl	55102	Hotels (geen hotel-restaurants), pensions en conferentie-oorden	1322CK	Almere	Opleiders en Research organisaties	Onderzoeks- en kennisinstellingen	0.0	2020-12-22T16:19:53.404166+01:00
2000	13010955	agp	['agp light', 'agp', 'agp trading', 'hako benelux']	['unknown']	www.w-o.nl,www.w-o.nl	46434	Groothandel in fotografische artikelen	3812PX	Amersfoort	nan	nan	4.0	2020-12-22T16:19:53.404186+01:00
2001	55021980	bzk	['bzk', 'bzk evenementebzk conceptebzk entertainment']	['unknown']		93299	Overige recreatie (rest)(geen jachthavens)	4811HT	Breda	nan	nan	0.0	2020-12-22T16:19:53.482248+01:00
2002	28074531	holland scherm	['holland scherm', 'castellum bouw']	['unknown']	www.hollandscherm.nl,www.hollandscherm.nl,www.hollandscherm.nl,www.hollandscherm.nl,www.hollandscherm.nl,www.hollandscherm.nl	42111	Wegenbouw	3044AL	Rotterdam	nan	nan	16.0	2020-12-22T16:19:53.482362+01:00
2003	20117454	iko insulations	['iko insulations', 'ikotherm']	['unknown']		2399	Vervaardiging van overige niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen)	4791PD	Klundert	nan	nan	13.0	2020-12-22T16:19:53.482423+01:00
2004	71353798	reacon	['reacoreapro', 'reacoreacon', 'team reacoreaconnl', 'reanl', 'reapas', 'malm nederland', 'reascareacase', 'humanscale', 'reamove', 'malm benelux']	['unknown']	www.spiny.nl	4665	Groothandel in bedrijfsmeubels	4424NA	Wemeldinge	nan	nan	8.0	2020-12-22T16:19:53.482469+01:00
2005	22045715	veiligheidsregio zeeland	['veiligheidsregio zeeland']	['unknown']		94991	Gezelligheidsverenigingen			nan	nan	0.0	2020-12-22T16:19:53.482501+01:00
2006	72314680	captain ai	['captain ai']	['artificial intelligence']		5829	Overige uitgeverijen van software	3089JW	Rotterdam	nan	nan	0.0	2020-12-22T16:19:53.482527+01:00
2007	17089397	renewi	['renewi nederland an gansewinkel regio zuid-nederlandan gansewinkel nederland', 'renewi']	['better biomass schemabeheer', 'criteria_voor_biodegradable_plastics', 'unknown', 'afval_en_secundaire_grondstoffen']	www.vangansewinkel.com,www.vangansewinkel.com	3811	Inzameling van onschadelijk afval	5347JL	Oss	nan	nan	56.0	2020-12-22T16:19:53.482550+01:00
2008	52828751	RBI	['rbi']		www.i-packaging.nl,www.i-packaging.nl,www.i-packaging.nl	46696	Groothandel in emballage	7312ZX	Apeldoorn			0.0	2020-12-22T16:19:53.482575+01:00
2009	16077045	Den Ouden Groenrecycling	['den ouden recycling de brabantse wal', 'den ouden groenrecycling', 'den ouden compostering']	['better biomass schemabeheer']	www.denoudengroep.com,www.denoudengroep.com	3821	Behandeling van onschadelijk afval	4651PM	Steenbergen	nan	nan	3.0	2020-12-22T16:19:53.482603+01:00
2010	71826769	Gemeente Edam-Volendam	['stichting tourist information edam-volendam', 'gemeente edam-volendam']	['ergonomie_administratieve_ruimtes__en_kantoren', 'cybersecurity & privacy']		7990	Informatieverstrekking op het gebied van toerisme en reserveringsbureaus	1131ZD	Volendam	nan	nan	1.0	2020-12-22T16:19:53.482642+01:00
2011	34326123	BINK	['stichting bink', 'bink']	['cybersecurity & privacy']		88992	Maatschappelijk werk	1066XK	Amsterdam	nan	nan	5.0	2020-12-22T16:19:53.504495+01:00
2012	24368345	IHC Holland	['ihc holland', 'ihc training institute', 'ihc interior', 'ihc services', 'ihc global productioihc holland engineering & renovatioihc engineering services', 'gn piping', 'ihc parts', 'ihc dredge equipment', 'ihc beaver dredgers', 'ihc technical services europe', 'ihc holland dredgers', 'ihc offshore & marine', 'ihc holland parts & services', 'metalix', 'studio metalix', 'ihc dredgers', 'ihc parts & services', 'training institute for dredging', 'ihc sde', 'ihc merwede holding', 'ihc special dredging equipment', 'ihc metalix', 'merwede shipyard', 'ihc krimpen shipyard', 'ihc piping']	['cybersecurity & privacy']		3011	Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen)	2961AW	Kinderdijk	nan	nan	0.0	2020-12-22T16:19:53.504556+01:00
2013	14027374	Nedcar	['autodivisie volvo car', 'netherlands car dl nedcar', 'nedcar production', 'nedcardl nedcar', 'nedcar']	['cybersecurity & privacy']	www.vdlnedcar.nl,www.vdlnedcar.nl	2910	Vervaardiging van auto's	6121RD	Born	nan	nan	4631.0	2020-12-22T16:19:53.504591+01:00
2014	51566532	Goes	['goes en goes', 'goes']	['cybersecurity & privacy']		69209	Overige administratiekantoren	1831BA	Koedijk	nan	nan	2.0	2020-12-22T16:19:53.504618+01:00
2015	02080242	dB audiovisueel	['db audio video systemen', 'db audiovisueel']	['cybersecurity & privacy']	www.dbaudiovisueel.nl	46433	Groothandel in audio- en video-apparatuur	9723JP	Groningen	nan	nan	15.0	2020-12-22T16:19:53.504643+01:00
2016	18076165	Schwartzmans	['schwartzmans', 'reinheid en regelmaat', 'rebor3 rust']	['cybersecurity & privacy']	www.schwartzmans.nl	46442	Groothandel in was-, poets- en reinigingsmiddelen	5145PD	Waalwijk	nan	nan	0.0	2020-12-22T16:19:53.504768+01:00
2017	27181032	Waarborg Holland	['tennet zuid-holland', 'ezh netten', 'waarborg holland', 'transportnet zuid-holland', 'tzh']	['cybersecurity & privacy']	www.tzh.nl,www.tzh.nl	3512	Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water	6812AR	Arnhem	nan	nan	0.0	2020-12-22T16:19:53.504806+01:00
2018	32078404	Eleos	['stichting gereformeerde geestelijke gezondheidszorgerkorte naam: eleos', 'stichting gereformeerde geestelijke gezondheidszorg', 'eleos', '1 eleos 2 christelijke ggz']	['cybersecurity & privacy']	www.eleos.nl,www.eleos.nl	86104	Geestelijke gezondheids- en verslavingszorg met overnachting	3821AP	Amersfoort	nan	nan	0.0	2020-12-22T16:19:53.504833+01:00
2019	12021767	Vostermans Ventilation	['vostermans ventilatiovostermans ventilation', 'a vostermans']	['ventilatoren']	www.vostermans.com,www.vostermans.com,www.vostermans.com,www.vostermans.com	2825	Vervaardiging van machines en apparaten voor industriële koeltechniek en klimaatregeling	5928NV	Venlo	MKB, ZZP	Directe gebruikers	90.0	2020-12-22T16:19:53.504857+01:00
2020	24230253	Orga	['orga co', 'orga', 'orga solar', 'orga m&c', 'orga mfg', 'orga x-proof', 'orga offshore']	['elektrisch materieel ivm explosiegevaar', 'windturbines (nec 88)']	www.orga.nl,www.orga.nl	2712	Vervaardiging van schakel- en verdeelinrichtingen	3125AT	Schiedam	MKB, ZZP	Producenten / leveranciers hoofdproduct	80.0	2020-12-22T16:19:53.504883+01:00
2021	20104920	Amiblu	['amiblu netherlands', 'hobas benelux', 'amiblu']	['gvk-buizen', 'afvalwatertechniek', 'rioolrenovatie', 'ahg eu harmonisatie']	www.hobas.nl	4221	Leggen van rioleringen, buizen en pijpleidingen; aanleg van bronbemaling	4004JM	Tiel	MKB, ZZP	Producenten / leveranciers hoofdproduct	10.0	2020-12-22T16:19:53.527545+01:00
2022	17105743	Tritium Microbiologie	['tritium microbiologie']	['microbiologie van de voedselketen']	www.tritium-microbiologie.nl,www.tritium-microbiologie.nl	32999	Vervaardiging van overige goederen (rest)	5652BB	Eindhoven	MKB, ZZP	Producenten / leveranciers aanhangende product	17.0	2020-12-22T16:19:53.527626+01:00
2023	58087850	Prysmian Netherlands	['prysmian netherlands']	['publicatieplatform optie 2']		2630	Vervaardiging van communicatieapparatuur	2627AN	Delft	Industrie & Handel	nan	0.0	2020-12-22T16:19:53.527671+01:00
2024	36008914	MSA Nederland	['msa nederland']	['valbescherming', 'vaste ankerpunten']	www.MSASafety.com	46695	Groothandel in meet- en regelapparaten	1689AK	Zwaag	Industrie & Handel	Producenten / leveranciers hoofdproduct	21.0	2020-12-22T16:19:53.527708+01:00
2025	24094988	Shell Nederland Raffinaderij	['shell nederland raffinaderij']	['emissiemetingen en algemene aspecten', 'meststoffen']		19201	Aardolieraffinage	3196KK	VondelingenplaatRotterd.	nan	nan	1457.0	2020-12-22T16:19:53.527743+01:00
2026	12002662	Canon Production Printing Netherlands	['oce technologies', 'canon production printing netherlands', 'canon production printing nl', 'océ technologies', 'oce-nederland', 'océ-technologies']	['nec - emc', 'fotoboeken', 'milieuaspecten van elektrotechnische apparaten en onderdelen (nec 111)', 'materiaal efficiency voor eco-design', 'grafische technologie', 'kantoormachines', 'cybersecurity & privacy', 'secretariaat clc/111x', 'veiligheid av/ict (nec 108)']	www.oce.com,www.oce.com,www.oce.com,www.oce.com	2823	Vervaardiging van kantoormachines en -apparatuur (geen computers en randapparatuur)	5914HH	Venlo	Industrie & Handel	Producenten / leveranciers hoofdproduct	2436.0	2020-12-22T16:19:53.527778+01:00
2027	24362840	Deloitte Belastingadviseurs	['deloitte belastingadviseurs']	['audit data collection']		69204	Belastingconsulenten	9727DW	Groningen	Industrie & Handel	Adviserende organisaties	24.0	2020-12-22T16:19:53.527822+01:00
2028	20035820	Bilfinger Industrial Services Nederland	['r & m isolatietechniek', 'bis services nederland', 'bilfinger industrial services nederland', 'kaefer isolatietechniek', 'bis industrial services', 'bis industrial services nederland', 'rheinhold & mahla']	['keramische vezels']	www.bis-is.com,www.bis-is.com,www.bis-is.com,www.bis-is.com,www.bis-is.com,www.bis-is.com	43999	Overige gespecialiseerde werkzaamheden in de bouw (rest)	3087BM	Rotterdam	Industrie & Handel	Producenten / leveranciers hoofdproduct	1.0	2020-12-22T16:19:53.527856+01:00
2029	41151054	Zinkinfo Benelux	['zinkinfo benelux']	['metallieke deklagen en corrosie van metalen en legeringen']	www.zinkinfobenelux.com,www.zinkinfobenelux.com	9412	Beroepsorganisaties			Branche organisaties	Producenten / leveranciers hoofdproduct	4.0	2020-12-22T16:19:53.527892+01:00
2030	01121064	Antonius Zorggroep	['antonius zorggroep']	['plaform installatieverantwoordelijken']		94993	Steunfondsen (niet op het gebied van welzijnszorg)			Opleiders en Research organisaties	Uitvoerende / toepassende / dienstverlenende partijen	0.0	2020-12-22T16:19:53.527926+01:00
2031	73538019	Ovezo	['ovezo']	['partners']		9609	Overige dienstverlening (rest)	4251LR	Werkendam	Testen, certificatie & accreditatie	nan	2.0	2020-12-22T16:19:53.553426+01:00
2032	40220490	linden	['lindevvlrouweereniging linde']	['unknown']		88993	Lokaal welzijnswerk	5439ND	Linden	nan	nan	0.0	2020-12-22T16:19:53.553477+01:00
2033	17258697	expertisecentrum nederlands	['expertisecentrum nederlands']	['unknown', '6-_en_8punts_braille']	www.expertisecentrumnederlands.nl,www.expertisecentrumnederlands.nl,www.expertisecentrumnederlands.nl	7220	Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen	6525ED	Nijmegen	nan	nan	10.0	2020-12-22T16:19:53.553504+01:00
2034	20033506	bostik benelux	['bostik benelux', 'den braven benelux', 'den braven sealants']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.denbraven.nl,www.denbraven.nl,www.denbraven.nl,www.denbraven.nl,www.denbraven.nl,www.denbraven.nl	2030	Vervaardiging van verf, vernis e.d., drukinkt en mastiek	4903RC	Oosterhout	nan	nan	170.0	2020-12-22T16:19:53.553529+01:00
2035	60463538	contour plus	['contour plus']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6832	Beheer van onroerend goed	2243AA	Wassenaar	nan	nan	0.0	2020-12-22T16:19:53.553552+01:00
2036	08032408	uniechemie	['uniechemie']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.uniechemie.nl,www.uniechemie.nl	46699	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	7332BJ	Apeldoorn	nan	nan	45.0	2020-12-22T16:19:53.553574+01:00
2037	31035520	facility service	['facility service']	['ergonomie_administratieve_ruimtes__en_kantoren', 'unknown']		78202	Uitleenbureaus	3821AA	Amersfoort	nan	nan	90.0	2020-12-22T16:19:53.553599+01:00
2038	37074301	hgg profiling equipment	['hgg profiling equipment']	['unknown', 'conservering_van_beton_met_organische_deklagen']	www.hgg.nl,www.hgg.nl,www.hgg.nl,www.hgg.nl	2841	Vervaardiging van gereedschapswerktuigen voor metaalbewerking	1771SW	Wieringerwerf	nan	nan	49.0	2020-12-22T16:19:53.553710+01:00
2039	50169181	universiteit maastricht	['maastricht university office', 'universiteit maastricht']	['ergonomie_administratieve_ruimtes__en_kantoren', 'cybersecurity & privacy', 'unknown']	www.maastrichtuniversity.nl,www.maastrichtuniversity.nl	8542	Universitair hoger onderwijs	6211LK	Maastricht	nan	nan	0.0	2020-12-22T16:19:53.553773+01:00
2040	41197186	Bouwfonds Nederlands	['bouwfonds nederlands']			88999	Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn	1098SM	Amsterdam			0.0	2020-12-22T16:19:53.553808+01:00
2041	29048443	Air Products Nederland	['air products holland', 'air products nederland']	['ergonomie_administratieve_ruimtes__en_kantoren', 'gasflessen', 'conservering_van_beton_met_organische_deklagen']		2011	Vervaardiging van industriële gassen	3197LK	Botlek Rotterdam	nan	nan	68.0	2020-12-22T16:19:53.575879+01:00
2042	24069941	Maersk	['nedlloyd lijnen', 'p&o nedlloyd', 'nedlloyd', 'maersk']	['cybersecurity']		50201	Zee- en kustvaart (vracht- en tankvaart; geen sleepvaart)	3011XB	Rotterdam	nan	nan	0.0	2020-12-22T16:19:53.575939+01:00
2043	59337036	trend micro	['trend micro', 'trend micro netherlands']	['cybersecurity']		64301	Beleggingsinstellingen in financiële activa	1101CM	Amsterdam	nan	nan	0.0	2020-12-22T16:19:53.576011+01:00
2044	27093766	CZ Zorgverzekeringen	['cz zorgverzekeringecz zorgverzekeringen', 'ohra zorgverzekeringen', 'onderlinge waarborgmaatschappij nuts zorgverzekering ua', 'onderlinge waarborgmaatschappij het algemeen   ziekenfonds haaglanden ua', 'onderlinge waarborgmaatschappij delta lloyd en ohra ziefenfonds ua']	['cybersecurity & privacy']		65122	Zorgverzekeringen	5038KE	Tilburg	nan	nan	0.0	2020-12-22T16:19:53.576099+01:00
2045	54797926	Wouters	['wouters & wouters advocatecombi mediatio', 'wouters']	['cybersecurity & privacy']	www.woutersadvocaten.nl,www.woutersadvocaten.nl	69101	Advocatenkantoren, bewindvoerders en curatoren	4331CB	Middelburg	nan	nan	5.0	2020-12-22T16:19:53.576202+01:00
2046	24170650	Evides	['waterbedrijf europoort', 'evides waterbedrijf', 'evides', 'waterleidingbedrijf zuid-holland-zuid', 'evides locatie huijbergeevides']	['ergonomie_administratieve_ruimtes__en_kantoren']		3600	Winning en distributie van water	4635RS	Huijbergen	nan	nan	17.0	2020-12-22T16:19:53.576302+01:00
2047	17124541	GWL	['gwl', 'gwl installaties']	['bodemverbeterende middelen en teeltsubstraten', 'meststoffen']	www.gwlinstallaties.nl	43221	Loodgieters- en fitterswerk; installatie van sanitair	5251WG	Vlijmen	nan	nan	11.0	2020-12-22T16:19:53.576362+01:00
2048	31039562	Triview Technical	['triview technical communication  io', 'triview technical communication', 'triview technical']	['cybersecurity & privacy']	www.triview.nl,www.triview.nl,www.triview.nl,www.triview.nl,www.triview.nl,www.triview.nl,www.triview.nl,www.triview.nl	7311	Reclamebureaus	3769AN	Soesterberg	nan	nan	15.0	2020-12-22T16:19:53.576393+01:00
2049	08153431	De Jong & Laan Beheer	['de jong & laan beheer']	['cybersecurity & privacy']		69201	Registeraccountants	7681AG	Vroomshoop	nan	nan	41.0	2020-12-22T16:19:53.576421+01:00
2050	24403427	Sodexo	['sodexho altys', 'sodexo', 'sodexo altys', 'sodexo facility services']	['cybersecurity & privacy']	www.sodexo.com,www.sodexo.com	8110	Facility management	2909LK	Capelle aan den IJssel	nan	nan	119.0	2020-12-22T16:19:53.576446+01:00
2051	65755294	Ster	['ster carcleaning', 'ster']	['cybersecurity & privacy']	www.stercarcleaning.nl,www.stercarcleaning.nl	45205	Overige gespecialiseerde reparatie en slepen van auto's	5301KM	Zaltbommel	nan	nan	2.0	2020-12-22T16:19:53.598614+01:00
2052	09175587	Virio	['virioirio']	['cybersecurity & privacy']	www.virio.nl,www.virio.nl	64303	Beleggingsinstellingen met beperkte toetreding	7007MR	Doetinchem	nan	nan	1.0	2020-12-22T16:19:53.598691+01:00
2053	11070839	IT-Concern	['it-concerit-concern', 'workspace2go']	['cybersecurity & privacy']		6202	Advisering op het gebied van informatietechnologie	4207HW	Gorinchem	nan	nan	10.0	2020-12-22T16:19:53.598732+01:00
2054	16079866	Dichterbij	['dichterbij', 'stichting dichterbij', 'stichting de binckhof-saamvliet-wodagg', 'stichting woon- en dagvoorzieningen voor mensenmet een verstandelijke handicap in brabant     noordoost en noordelijk noord-limburg', 'stichting woon- en dagvoorziening voor         geestelijk gehandicapten in brabant noord-     oost en noordelijk noord-limburg', 'bij afkorting: stichting bsw', 'dichterbij regio oost', 'dienstverlening aan mensen met een verstandelijke handicap', 'stichting vizier', 'dichterbij hoofdkantoor']	['cybersecurity & privacy']	www.dichterbij.nl,www.dichterbij.nl,www.dichterbij.nl,www.dichterbij.nl,www.dichterbij.nl,www.dichterbij.nl	8720	Huizen en dagverblijven voor verstandelijk gehandicapten en psychiatrische cliënten	6591RC	Gennep	nan	nan	4094.0	2020-12-22T16:19:53.598768+01:00
2055	02320474	ESD-SIC	['esd-sic', 'elektroschmelzwerk delfzijl', 'kollo silicon carbide']	['werkgroep herziening nta 9065']	www.esd-sic.nl,www.esd-sic.nl,www.esd-sic.nl,www.esd-sic.nl	2013	Vervaardiging van overige anorganische basischemicaliën	9936TE	Farmsum	MKB, ZZP	nan	91.0	2020-12-22T16:19:53.598812+01:00
2056	63948621	EAZ Wind	['eaz wind']	"['conservering_van_beton_met_organische_deklagen', ""cbce 'commissie beproevingen en certificatie elektrotechniek'""]"	www.eazwind.com,www.eazwind.com,www.eazwind.com,www.eazwind.com,www.eazwind.com,www.eazwind.com	2711	Vervaardiging van elektromotoren, elektrische generatoren en transformatoren	2288EV	Rijswijk	MKB, ZZP	Producenten / leveranciers hoofdproduct	5.0	2020-12-22T16:19:53.598849+01:00
2057	12062280	Spereco Holland	['spereco holland']	['waterglijbanen en waterspeeltoestellen', 'speeltoestellen', 'skateparken', 'opblaasbare vrije tijdsartikelen']	www.spereco-speeltoestellen.nl,www.spereco-speeltoestellen.nl	46494	Groothandel in speelgoed	6004RN	Weert	MKB, ZZP	Producenten / leveranciers hoofdproduct	11.0	2020-12-22T16:19:53.598883+01:00
2058	34238725	Alliander	['alliander', 'stichting alliander foundatiostichting nuon foundatio']	"['commissie van deskundigen schemabeheer nta 8120', 'stuurgroep', 'normalisatieplatform waterstof voor de industrie en gebouwde omgeving', 'nec 20 a - hoogspanningskabels', 'assetmanagement netbeheer', 'biogasinstallaties', ""nta 8769 ‘vooraanleg aansluitingen met prefab meterkast'"", 'commissie van deskundigen veiligheidsladder', 'wg urban platforms', 'herziening nen 3650', 'nl sag-smart cities']"		88992	Maatschappelijk werk	6812AH	Arnhem	Industrie & Handel	nan	1.0	2020-12-22T16:19:53.598918+01:00
2059	34180284	PricewaterhouseCoopers Belastingadviseurs	['pricewaterhousecoopers belastingadv', 'pricewaterhousecoopers belastingadviseurs']	['audit data collection']		69204	Belastingconsulenten	2595BR	's-Gravenhage	Industrie & Handel	Adviserende organisaties	0.0	2020-12-22T16:19:53.598961+01:00
2060	68995563	Van Campen   Bayards	['van campen   bayards']	['geluidbeperkende constructies']						Industrie & Handel	nan	15.0	2020-12-22T16:19:53.598995+01:00
2061	05036059	DSM Resins	['dsm coating resins', 'dsm resins']	['verfwaren en metaal', 'testmethodes voor verfwaren', 'grondstoffen van verfwaren', 'verfwaren en beton', 'verfwaren en hout', 'conservering_van_beton_met_organische_deklagen', 'verfwaren']	dsmresins.nl,dsmresins.nl,dsmresins.nl,dsmresins.nl	70101	Concerndiensten binnen eigen concern	8022AW	Zwolle	Industrie & Handel	Producenten / leveranciers aanhangende product	275.0	2020-12-22T16:19:53.625930+01:00
2062	05069581	Vitens Fryslan	['vitens fryslavitens itensitens']	['werkgroep nta 8033 non-target screening']		3600	Winning en distributie van water	8019BE	Zwolle	Industrie & Handel	Producenten / leveranciers hoofdproduct	260.0	2020-12-22T16:19:53.625980+01:00
