	kvk_number	name	alternative_names	norms	websites	sbi_code	sbi_code_description	zipcode	city	segment	category	employees	created_at
4512	09156795	Royal Eijkelkamp	['royal eijkelkamp', 'eijkelkamp earth sampling group', 'eijkelkamp agrisearc', 'royal eijkelkamp earth sampling group']	['veldwerk - monsterneming', 'schaduwgroep iso 18400-serie soil - sampling', 'taakgroep herziening nen 5742/5743/5744', 'taakgroep herziening nen 5766', 'taakgroep bodembeschrijving', 'bodemverbeterende middelen en teeltsubstraten']	www.earthsamplinggroup.com	6420	Financiële holdings	6987EM	Giesbeek	MKB, ZZP	Producenten / leveranciers aanhangende product	0.0	2020-12-22T16:19:59.419186+01:00
4513	24266216	adviesburo hogendoorn	['adviesburo hogendoorassurantie-adviesburo hogendoorn']	['unknown']		6420	Financiële holdings	2902GP	Capelle aan den IJssel	nan	nan	1.0	2020-12-22T16:19:59.419215+01:00
4514	33292497	IVM	['ivm', 'ivm intersurer']	['bedrijfsnoodorganisatie']		6420	Financiële holdings	8031DX	Zwolle	Industrie & Handel	Onderzoeks- en kennisinstellingen	2.0	2020-12-22T16:19:59.419238+01:00
4515	08058671	Apple	['apple holding', 'apple computer holding', 'apple']	['cybersecurity']		6420	Financiële holdings	1017PS	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.419261+01:00
4516	33139427	AJ van Deudekom	['aj van deudekom holding', 'aj van deudekom']	['cybersecurity & privacy']		6420	Financiële holdings	1115AD	Duivendrecht	nan	nan	0.0	2020-12-22T16:19:59.419300+01:00
4517	17005759	Kuijpers & Zonen	['kuijpers holding', 'pg kuijpers & zonen', 'kuijpers', 'kuijpers & zonekuijpers installaties']	['cybersecurity & privacy']	www.kuijpers.nl,www.kuijpers.nl	6420	Financiële holdings	5708HR	Helmond	nan	nan	3.0	2020-12-22T16:19:59.419320+01:00
4518	17085062	Dorel Netherlands	['dorel europe', 'dorel netherlands', 'dorel']	['kinderartikelen']		6420	Financiële holdings	5704RD	Helmond	nan	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:59.419341+01:00
4519	33258525	lenovo	['lenovo', 'ibm products sales', 'lenovo technology', 'hj bonda pensioen', 'think products', 'licata iestments']	['cybersecurity']		6420	Financiële holdings	1101EE	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.419375+01:00
4520	34137575	Novec	['novec', 'novec holdings']	['cybersecurity & privacy']		6420	Financiële holdings	1186JX	Amstelveen	nan	nan	0.0	2020-12-22T16:19:59.419395+01:00
4521	34348454	gemeente heemskerk	['gemeente heemskerk']	['unknown']		6420	Financiële holdings	1964EZ	Heemskerk	nan	nan	0.0	2020-12-22T16:19:59.442473+01:00
4522	38022874	BioScope	['bioscope']	['precisielandbouw']		6420	Financiële holdings	7451NV	Holten	nan	nan	1.0	2020-12-22T16:19:59.442527+01:00
4523	32099759	mevi	['mevi doornsteeg', 'mevi']	['unknown', 'hyperloop']		6420	Financiële holdings	3871AW	Hoevelaken	nan	nan	0.0	2020-12-22T16:19:59.442616+01:00
4524	20100169	bnp paribas	['cardif nederland holding', 'bnp paribas cardif', 'bnp paribas assurance', 'bnp paribas']	['unknown', 'sustainable_finance']		6420	Financiële holdings	4903SC	Oosterhout	nan	nan	142.0	2020-12-22T16:19:59.442701+01:00
4525	21015964	Yara	['yara sluiskil', 'yara', 'hydro agri nederland', 'yara nederland']	['bodemverbeterende middelen en teeltsubstraten', 'meststoffen', 'mest']		6420	Financiële holdings	4541HJ	Sluiskil	nan	nan	23.0	2020-12-22T16:19:59.442746+01:00
4526	02034660	Koopman Logistics Group	['koopman logistics group', 'koopman car handling', 'helmkoop beheer']	['cybersecurity & privacy']		6420	Financiële holdings	9351VE	Leek	nan	nan	56.0	2020-12-22T16:19:59.442772+01:00
4527	30094119	deceuninck kunststof	['deceuninck kunststof']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.deceuninck.com,www.deceuninck.com	6420	Financiële holdings	1097JB	Amsterdam	nan	nan	6.0	2020-12-22T16:19:59.442807+01:00
4528	17116246	van breevoort & ter meulen advocaten	['van breevoort & ter meulen advocatestg van breevoort & ter meulen advocatestichting van breevoort & ter meulen advocatevan breevoort & ter meulen advocaten']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.vbtm.nl	6420	Financiële holdings	5684NB	Best	nan	nan	0.0	2020-12-22T16:19:59.442828+01:00
4529	50491172	icl-group	['icl-group', 'icl group']	['unknown', 'digitale_transformatie_in_agrofood_sector']		6420	Financiële holdings	1077XV	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.442849+01:00
4530	50712381	Nedstat	['nedstat']	['cybersecurity & privacy']		6420	Financiële holdings			nan	nan	0.0	2020-12-22T16:19:59.442869+01:00
4531	08130239	Technisch Consult Zwart	['technisch consult zwart', 'gjz-holding']	['gebruikershandleidingen']	www.tczwart.nl,www.tczwart.nl	6420	Financiële holdings	7577NJ	Oldenzaal	MKB, ZZP	Producenten / leveranciers hoofdproduct	1.0	2020-12-22T16:19:59.465777+01:00
4532	22065468	gs1	['gs1 feniks', 'merlin shipping 27', 'gs1']	['unknown', 'classificatie_van_hulpmiddelen_voor_mensen_met_een_beperking']	www.merlingroup.nl	6420	Financiële holdings	4241XH	Arkel	nan	nan	0.0	2020-12-22T16:19:59.465828+01:00
4533	05078315	DOGAT Beheermaatschappij	['all day healthy', 'dogat beheermaatschappij']	['cybersecurity & privacy']		6420	Financiële holdings	8043NV	Zwolle	nan	nan	1.0	2020-12-22T16:19:59.465855+01:00
4534	50027492	Fluidmaster	['fluidmaster netherlands', 'wicon industries', 'fluidmaster']	['sanitaire toestellen']	www.wisa-sanitair.com	6420	Financiële holdings	6827BP	Arnhem	Industrie & Handel	nan	0.0	2020-12-22T16:19:59.465877+01:00
4535	24186237	ICT Automatisering Nederland	['ict automatisering', 'ict automatisering nederland', 'ict group', 'ict holding']	['platform cyber security']		6420	Financiële holdings	2993LL	Barendrecht	Branche organisaties	Producenten / leveranciers aanhangende product	43.0	2020-12-22T16:19:59.465898+01:00
4536	24368280	ihc merwede holding	['ihc merwede', 'ihc holland holding', 'ihc holland merwede', 'ihc merwede holding']	['unknown']	www.ihcmerwede.com	6420	Financiële holdings	2961AW	Kinderdijk	nan	nan	0.0	2020-12-22T16:19:59.465919+01:00
4537	72263024	pami	['pami holding', 'pami']	['unknown']		6420	Financiële holdings	5613EG	Eindhoven	nan	nan	0.0	2020-12-22T16:19:59.465939+01:00
4538	08153645	Mark Arts Beheer	['mark arts beheer']	['cybersecurity & privacy']		6420	Financiële holdings	7227NB	Toldijk	nan	nan	0.0	2020-12-22T16:19:59.465959+01:00
4539	55507689	The IT Channel Company	['the it channel company', 'ticc']	['cybersecurity & privacy']	www.itchannelcompany.com	6420	Financiële holdings	3832RC	Leusden	nan	nan	0.0	2020-12-22T16:19:59.465978+01:00
4540	16059367	Pieter van Ooijen	['connectivity solutions', 'connectivity solutions beheer', 'pieter van ooijepieter van ooijen beheer']	['cybersecurity & privacy']		6420	Financiële holdings	6629KA	Appeltern	nan	nan	3.0	2020-12-22T16:19:59.465998+01:00
4541	66725100	jansen bartels installatietechniek	['jansen bartels installatietechniek', 'jansens installatietechniek']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.jansenbartels.nl,www.jansenbartels.nl,www.jansenbartels.nl,www.jansenbartels.nl,www.jansenbartels.nl,www.jansenbartels.nl	6420	Financiële holdings	5928PR	Venlo	nan	nan	20.0	2020-12-22T16:19:59.487640+01:00
4542	64429423	lairesse vastgoed	['woningdelen amsterdamergunningsadviesnlergunningsadvies amsterdam', 'lairesse vastgoed']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	1077GE	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.487711+01:00
4543	73699683	paans-smits holding	['paans-smits holding']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	4143HN	Leerdam	nan	nan	0.0	2020-12-22T16:19:59.487838+01:00
4544	33274791	jacob egbert	['jacob egbert', 'egbert willem jacob barten beheer']	['unknown']		6420	Financiële holdings	1723LB	Noord-Scharwoude	nan	nan	0.0	2020-12-22T16:19:59.487954+01:00
4545	34201179	Vermilion	['vermiliovermilion energy netherlands ermilion oil & gas netherlands']	['warmtenetten']		6420	Financiële holdings	8861NV	Harlingen	nan	nan	17.0	2020-12-22T16:19:59.488033+01:00
4546	70676429	Tesorion	['tesoriotesorion nederland']	['cybersecurity']		6420	Financiële holdings	3833LD	Leusden	nan	nan	0.0	2020-12-22T16:19:59.488079+01:00
4547	24418995	Alblasserdam Yachtbuilding	['alblasserdam yachtbuilding', 'alblasserdam yachtbuilding properties', 'oceanco properties']	['nederlands_secretariaat_cen_tc459_staalnormalisatie_in_europa', 'jachtbouw']	www.oceancoyacht.com,www.oceancoyacht.com	6420	Financiële holdings	2952BX	Alblasserdam	nan	nan	0.0	2020-12-22T16:19:59.488134+01:00
4548	27076669	aegon	['aegoaegon']	['unknown']		6420	Financiële holdings	2591TV	's-Gravenhage	nan	nan	4.0	2020-12-22T16:19:59.488171+01:00
4549	17039422	goudsmit	['goudsmit', 'goudsmit holding']	['unknown']		6420	Financiële holdings	5582HB	Waalre	nan	nan	2.0	2020-12-22T16:19:59.488191+01:00
4550	69991227	ricor spaar	['ricor spaar']	['unknown']		6420	Financiële holdings	5343EA	Oss	nan	nan	0.0	2020-12-22T16:19:59.488210+01:00
4551	23089524	turbit interieur	['dordtse thermolyse maatschappij', 'elisabeth vastgoedmaatschappij', 'turbit interieur', 'dima holding']	['unknown']	www.turbit-interieur.nl,www.turbit-interieur.nl	6420	Financiële holdings	2377DA	Oude Wetering	nan	nan	1.0	2020-12-22T16:19:59.511264+01:00
4552	67311806	FMJ Group	['fmj-group', 'fmj group']	['cybersecurity & privacy']		6420	Financiële holdings	3115JG	Schiedam	nan	nan	0.0	2020-12-22T16:19:59.511363+01:00
4553	57598517	Oculentis Holding	['oculentis holding']	['cybersecurity & privacy']		6420	Financiële holdings	6956AV	Spankeren	nan	nan	0.0	2020-12-22T16:19:59.511434+01:00
4554	14093472	DSM Advanced Solar	['dsm advanced solar', 'dsm iii', 'dsm functional coatings', 'dsm advanced surfaces']	['zonne-energiesystemen (nec 82)']		6420	Financiële holdings	6411TE	Heerlen	Industrie & Handel	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:59.511465+01:00
4555	39093632	ofw holding	['ofw holding']	['unknown']	www.ofw.nl,www.ofw.nl	6420	Financiële holdings	8251GM	Dronten	nan	nan	0.0	2020-12-22T16:19:59.511526+01:00
4556	68694369	Van Gogh Museum	['van gogh museuman gogh museum global incent van gogh museuman gogh museuman gogh museumincent van gogh museum']	['cybersecurity & privacy']		6420	Financiële holdings	1071EA	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.511570+01:00
4557	55434290	COV	['cov holding', 'cov']	['bc landbouw & levensmiddelen', 'biomarkers']		6420	Financiële holdings	6915WV	Lobith	Branche organisaties	Controlerende instanties	1.0	2020-12-22T16:19:59.511633+01:00
4558	63484102	dp world	['dp world germany', 'dp world']	['unknown']		6420	Financiële holdings	3088GB	Rotterdam	nan	nan	0.0	2020-12-22T16:19:59.511745+01:00
4559	33240523	uva	['uva holding', 'uva ventures', 'uva', 'uva ventures holding']	['unknown']	holding.uva.nl,holding.uva.nl	6420	Financiële holdings	1018WB	Amsterdam	nan	nan	7.0	2020-12-22T16:19:59.511799+01:00
4560	16060897	RWE Generation NL	['pnem facilitair bedrijf', 'rwe generation nl', 'pmg facilities', 'essent facilities zuid', 'essent facilities', 'rwe generation nl personeel', 'essent personeel service', 'pnem diensten']	['chain of custody', 'cybersecurity & privacy', 'better biomass schemabeheer', 'conservering_van_beton_met_organische_deklagen']		6420	Financiële holdings	4931NC	Geertruidenberg	nan	nan	600.0	2020-12-22T16:19:59.511824+01:00
4561	34111696	ICEA	['ol pejeta ranching netherlands holding', 'icea']	"[""iwa 32 'protocol screening gmos cotton and textiles'""]"		6420	Financiële holdings		Riverside Park, Chiromo R	Testen, certificatie & accreditatie	nan	0.0	2020-12-22T16:19:59.533845+01:00
4562	30077528	Ordina	['ordina', 'ordina beheer']	['cybersecurity & privacy', 'cybersecurity']		6420	Financiële holdings	3439LM	Nieuwegein	nan	nan	0.0	2020-12-22T16:19:59.533988+01:00
4563	34180835	Applus RTD Group	['rtd group', 'applus rtd group', 'rtd', 'applus rtd', 'röntgen technische dienst holding']	['niet destructief onderzoek']		6420	Financiële holdings	3046NC	Rotterdam	MKB, ZZP	Adviserende organisaties	4.0	2020-12-22T16:19:59.534035+01:00
4564	08056763	klein poelhuis beheer	['klein poelhuis beheer', 'klein poelhuis installatietechniek']	['unknown']		6420	Financiële holdings	7102JH	Winterswijk	nan	nan	0.0	2020-12-22T16:19:59.534079+01:00
4565	63526247	hrc europe nl	['hrc europe nl']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	8211AD	Lelystad	nan	nan	0.0	2020-12-22T16:19:59.534117+01:00
4566	20083593	jaresa beheer	['jaresa beheer']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	4822XS	Breda	nan	nan	1.0	2020-12-22T16:19:59.534147+01:00
4567	71403159	clm	['clm', 'clm beheer']	['unknown', 'stembepaling_oprichting_tc_biodiversiteit']		6420	Financiële holdings	3071KN	Rotterdam	nan	nan	1.0	2020-12-22T16:19:59.534177+01:00
4568	29050370	de goudse	['de goudse']	['cybersecurity']		6420	Financiële holdings	2801BX	Gouda	nan	nan	4.0	2020-12-22T16:19:59.534215+01:00
4569	67860141	RDW	['rdw']	['cybersecurity & privacy']		6420	Financiële holdings	1074CE	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.534285+01:00
4570	64167178	Edel Group	['edel group']	['tapijten']		6420	Financiële holdings	8281JX	Genemuiden	MKB, ZZP	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:59.534340+01:00
4571	37118883	Strukton Civiel West	['ooms nederland holding', 'strukton civiel regio west', 'ooms civiel', 'strukton civiel west']	['cybersecurity & privacy', 'grip op bitumen - asfalt impuls', 'wg nta ifd bouw v. beweegbare bruggen / taakgroep beton', 'wg nta ifd bouw v. beweegbare bruggen / taakgroep bewegingswerk']	www.struktonciviel.nl,www.struktonciviel.nl	6420	Financiële holdings	1634EA	Scharwoude	MKB, ZZP	nan	29.0	2020-12-22T16:19:59.557198+01:00
4572	62247115	Maverix	['maverix', 'maverix holding']	['bc landbouw & levensmiddelen']		6420	Financiële holdings	4331GH	Middelburg	Industrie & Handel	Uitvoerende / toepassende / dienstverlenende partijen	0.0	2020-12-22T16:19:59.557278+01:00
4573	70493502	Hubper Holding	['hubper holding']	['cybersecurity & privacy']		6420	Financiële holdings	5223MD	's-Hertogenbosch	nan	nan	0.0	2020-12-22T16:19:59.557304+01:00
4574	54347653	Integrc	['integrc holding', 'integrc']	['cybersecurity & privacy']		6420	Financiële holdings	4847DJ	Teteringen	nan	nan	0.0	2020-12-22T16:19:59.557326+01:00
4575	34155452	Yarden Holding	['yarden holding', 'yarden uitvaartorganisatie', 'yarde']	['cybersecurity & privacy']	www.yarden.nl,www.yarden.nl	6420	Financiële holdings	1322CE	Almere	nan	nan	88.0	2020-12-22T16:19:59.557346+01:00
4576	23062680	Riwal Holding Group	['schalekamp beheer', 'riwal holding group']	['cybersecurity & privacy']	www.riwal.com	6420	Financiële holdings	3311JX	Dordrecht	nan	nan	5.0	2020-12-22T16:19:59.557368+01:00
4577	37058873	van der schaaf & nieuwboer	['van der schaaf & nieuwboeran der schaaf & nieuwboer beheer an der schaaf & nieuwboer']	['unknown']	www.contructiecheck.nl	6420	Financiële holdings	1829AS	Oudorp	nan	nan	0.0	2020-12-22T16:19:59.557388+01:00
4578	78128137	AGI	['agi', 'agi holding', 'rijkswaterstaat']	['cybersecurity & privacy']		6420	Financiële holdings	3011AN	Rotterdam	nan	nan	1.0	2020-12-22T16:19:59.557430+01:00
4579	17090793	Frencken Europe	['permatech', 'frencken europe', 'frencken group']	['ergonomie_administratieve_ruimtes__en_kantoren', 'cybersecurity & privacy']	www.frencken.nl,www.frencken.nl	6420	Financiële holdings	5652AJ	Eindhoven	nan	nan	0.0	2020-12-22T16:19:59.557494+01:00
4580	24245167	Johnson Controls Nederland	['johnson controls nederland holding', 'johnson controls nederland']	['nen2535 sw2', 'nen2535 sw5', 'nen2535 sw6', 'nen2535 sw4', 'nen2535 sw3']		6420	Financiële holdings	4202MS	Gorinchem	Industrie & Handel	nan	0.0	2020-12-22T16:19:59.557560+01:00
4581	53922840	technipfmc	['technipfmc plsv', 'technip odebrecht plsv', 'technipfmc']	['unknown', 'community_engagement_voor_energietransitie']	www.technipfmc.com	6420	Financiële holdings	1077XV	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.580034+01:00
4582	70305536	Eldik Holding	['eldik holding', 'eldik-eldik holding']	['bodemverbeterende middelen en teeltsubstraten']		6420	Financiële holdings	3905NN	Veenendaal	nan	nan	0.0	2020-12-22T16:19:59.580116+01:00
4583	09089887	Wim Bosman Holding	['mainfreight groep', 'wim bosman holding', 'mainfreight', 'wim bosman beheer', 'mainfreight europe', 'mainfreight group', 'mainfreight holding', 'wim bosman groep']	['cybersecurity & privacy']	www.wimbosman.nl,www.wimbosman.nl,www.wimbosman.nl,www.wimbosman.nl	6420	Financiële holdings	7041GD	's-Heerenberg	nan	nan	33.0	2020-12-22T16:19:59.580161+01:00
4584	53685008	InRIO advies- en ingenieursbureau	['inrio advies- en ingenieursbureau', 'inrio holding']	['rioolrenovatie']	www.inrio.eu,www.inrio.eu	6420	Financiële holdings	6582DB	Heumen	MKB, ZZP	Voorwaardenscheppende organisatie / opdrachtgevers	0.0	2020-12-22T16:19:59.580238+01:00
4585	14073237	Sabic Europe	['sabic europe', 'sabic europetrochemicals']	['elektrisch materieel ivm explosiegevaar']	www.sabic.com,www.sabic.com	6420	Financiële holdings	6135LD	Sittard	Industrie & Handel	Directe gebruikers	33.0	2020-12-22T16:19:59.580270+01:00
4586	63031604	powerq	['powerq iestments', 'the energy resultants', 'powerq energy resultants', 'powerq']	['unknown']		6420	Financiële holdings	3065JK	Rotterdam	nan	nan	0.0	2020-12-22T16:19:59.580296+01:00
4587	37159104	Gemeente Texel	['gemeente texel']	['cybersecurity & privacy', 'gezond_binnenklimaat_van_gebouwen']	www.texel.nl,www.texel.nl	8411	Algemeen overheidsbestuur	1791AT	Den Burg	nan	nan	0.0	2020-12-22T16:19:59.580335+01:00
4588	51287609	Dienst Werk en Inkomen	['regionale dienst werk en inkomen kromme rijn heuvelrug', 'dienst werk en inkomerdwi']	['ergonomie_administratieve_ruimtes__en_kantoren', 'cybersecurity & privacy']	www.rsdkrh.nl	8411	Algemeen overheidsbestuur	3701HS	Zeist	nan	nan	0.0	2020-12-22T16:19:59.580356+01:00
4589	30277172	Provincie Utrecht	['provincie utrecht', 'district oost steunpunt huis ter heide']	['cybersecurity & privacy', 'gezond_binnenklimaat_van_gebouwen']		8411	Algemeen overheidsbestuur	3712BZ	Huis ter Heide	nan	nan	0.0	2020-12-22T16:19:59.580376+01:00
4590	08215619	Kadaster, De Grift	['de grift / tactisch beheer omgevingswet', 'dienst voor het kadaster en de openbare registers', 'kadaster en openbare', 'kadaster de grift / tactisch beh omgevingswet', 'de grift', 'kadaster', 'kadaster en openbare registers']	['cybersecurity & privacy', 'gezond_binnenklimaat_van_gebouwen']	www.kadaster.nl,www.kadaster.nl	8411	Algemeen overheidsbestuur	7311KZ	Apeldoorn	nan	nan	0.0	2020-12-22T16:19:59.580395+01:00
4591	27364178	Rijkswaterstaat Waterdienst	['rijkswaterstaat waterdienst', 'bouwdienst rijkswaterstaat bureau financiele administratie', 'rijkswaterstaat']	['beton', 'uitvoering van betonconstructies', 'circulaire_en_biologisch_afbreekbare_visnetten', 'beheer en onderhoud', 'geokunststoffen', 'projectgroep npr 8313', 'brugbelastingen', 'koelinstallaties en warmtepompen', 'gezond_binnenklimaat_van_gebouwen', 'oprichting_cen_tc_462_regulated_chemicals_in_products', 'nat. werkgroep regulated substances in bouwproducten', 'tgb basiseisen en belastingen', 'opleggingen', 'werkgroep betonnen bruggen', 'measuring_circularity', 'horizontale markeringen', 'cybersecurity & privacy', 'verkeerslichten en signaalgevers', 'tgb staalbetonconstructies', 'informatie-integratie en interoperabiliteit', 'bestaande staalbouw', 'lichtmasten', 'platform cyber security', 'hydrometrie', 'tgb staalconstructies', 'conservering_van_beton_met_organische_deklagen', 'geluidbeperkende constructies', 'methodiek', 'afval_en_secundaire_grondstoffen']	www.rws.nl	8411	Algemeen overheidsbestuur	2515XP	Wieringerwerf	Overheden	nan	0.0	2020-12-22T16:19:59.603099+01:00
