32006018	VSH Fittings	Vervaardiging van appendages	2814.0
05083350	The Cow Company	Groothandel in overige consumentenartikelen (non-food) (rest)	46499.0
24367636	Tribute Space	Verhuur van overige consumentenartikelen (rest)	77299.0
27229118	GMB Rioleringstechnieken	Groothandel gespecialiseerd in overige bouwmaterialen	46738.0
24489071	BP Europa SE - BP Nederland	Benzinestations	4730.0
63994372	Aceso	Groothandel in farmaceutische producten	46461.0
24323029	ITHO	Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek	46692.0
64938646	Stichting Dutch Biomass Certification	Dienstverlening voor de bosbouw	240.0
41241789	Horizon College	Studiebegeleiding, vorming en onderwijs (rest)	85599.0
30051041	Netwerk VSP	Reclamebureaus	7311.0
16090329	Kemenade	Afwerking van vloeren en wanden	4333.0
52976629	DNGB	Rechtskundige adviesbureaus	69102.0
71746641	De Goudse	Detailhandel via internet in een algemeen assortiment non-food	47919.0
34297441	BPM	Productie van films (geen televisiefilms)	59111.0
75952750	Drenthe	Groothandel in vlakglas	46734.0
65023145	Mare	Vervaardiging van geconfectioneerde artikelen van textiel (geen kleding)	1392.0
34029668	Martinair Holland	Goederenvervoer door de lucht	5121.0
02083279	TCN SIG Telehousing Exploitatie	Verhuur van onroerend goed (niet van woonruimte)	68204.0
27363869	Productschap Zuivel	Openbaar bestuur op het gebied van het bedrijfsleven	8413.0
09123250	VBR Turbine Partners	Vervaardiging van motoren en turbines (niet voor vliegtuigen, motorvoertuigen en bromfietsen)	2811.0
54096243	Hof van Twente	Praktijken van fysiotherapeuten	86912.0
34267644	Vetus	Groothandel in scheepsbenodigdheden en visserij-artikelen	46697.0
17130794	Dirks Klimmaterialen	Winkels gespecialiseerd in overige artikelen (rest)	47789.0
01012434	Kwant Controls	Vervaardiging van meet-, regel-, navigatie- en controleapparatuur	2651.0
24239854	Skidata	Groothandel in meet- en regelapparaten	46695.0
17034844	Crowe Foederer	Registeraccountants	69201.0
14116235	Culsana	Winkels in meubels	47591.0
30019387	Nedal Aluminium	Vervaardiging van aluminium	2442.0
30263544	Staatsbosbeheer	Natuurbehoud	91042.0
73940283	Denys	Bouw van overige civieltechnische werken (rest)	4299.0
08207183	Biogas Marrum	Productie van elektriciteit door windenergie	35112.0
01078202	Ausnutria Lypack Leeuwarden	Pakken, sorteren e.d. in loon	8292.0
55378803	QCCB	Algemene metaalbewerking	2562.0
20169131	Heros Sluiskil	Distributie van elektriciteit en gasvormige brandstoffen via leidingen	3513.0
72602651	ICTRecht Privacy	Rechtskundige adviesbureaus	69102.0
18114291	Nutrilab	Speur- en ontwikkelingswerk op het gebied van gezondheid en voeding (niet biotechnologisch)	72193.0
62142070	QSC	Organiseren van congressen en beurzen	8230.0
67573290	concreative	Detailhandel via internet in een algemeen assortiment non-food	47919.0
27180233	installatiebedrijf herpers	Loodgieters- en fitterswerk; installatie van sanitair	43221.0
17044105	kultuurtechnisch hoveniersbedrijf du pré	Landschapsverzorging	8130.0
76073858	kvk	Groothandel in machines voor de bouw	4663.0
09060594	DAGO	Handel in en reparatie van personenauto's en lichte bedrijfsauto's (geen import van nieuwe)	45112.0
08076249	Futurumshopcom	Public relationsbureaus	7021.0
